Year,Rank,Title,Author,INTRO,TB
2017,60,책 먹는 여우,프란치스카 비어만(Franziska Biermann)/김경연 역,"여우 아저씨가 책을 먹어버린대!책에 대한 사랑이 지나쳐 급기야는 책을 먹게 된 여우 이야기!『책 먹는 여우』는 책에 빠진 독자의 모습을 과장되었지만 일리있게 표현하고 있다. 여우 아저씨는 책을 너무나 좋아했다. 급기야는 책을 다 읽은 다음 소금 한 줌, 후추 조금을 뿌려 꿀꺽 먹었다. 하지만 책값이 워낙 비싼 탓에 마음껏 책을 읽고 먹을 수가 없었다. 결국 여우 아저씨는 도서관을 털기로 결심하는데…….펼쳐보기",이 책은 목차가 없습니다.펼쳐보기
2017,61,하루 10분 초등 한자 따라쓰기,키즈키즈 교육연구소,,
2017,62,자전거 도둑,박완서/한병호 그림,"소설가 박완서의 단편동화 모음집. 전기 용품 도매상의 꼬마 점원인 수남이가 도둑질도 나쁘지만 사람의 마음 속에 도사리고 있는 부도덕성이 얼마나 무서운지를 깨닫는 이야기인 표제작 <자전거 도둑>을 비롯해 총 6편의 단편동화가 실려 있다. 함께 실린 그림은 이야기를 한층 빛나도록 도와준다.☞ 전문가 추천사!독서지도전문가 이소영 선생님이 추천하는4학년 추천 필독서<추천사유(이런 점이 좋아요)>부당한 주장과 억울한 사건에서도용기와 희망을 주는 따뜻한 마음의 신뢰와 공정한 생활태도의 중요함을 알게 해주는 책입니다.<부모님 지도>아이들이 의사결정을 하고 판단을 하는 데에는 가치관이 크게 작용합니다.아버지의 가르침을 마음에 새기고 지키려는 수남이의 노력하는 모습에서 배울 점이 무엇인지 스스로 발견하도록 해주세요.<도서설명 및 활용방법>전기용품 도매점의 꼬마점원 수남이는 자전거를 타고 심부름을 하다 자동차를 들이받습니다.자동차 주인은 물어내라며 자전거를 못 가져가게 합니다.수남이는 자전거를 타고 도망치고, 이런 얘기를 들은 주인영감은 잘했다면 칭찬을 합니다.책을 읽은 후, 수남이가 살았던 가난한 시절의 내용을 시간과 공간을 생각하며 내용을 요약해 봅니다.그리고 수남이와 자동차 주인, 주인 영감의 입장에서 이야기를 나누어봅니다.그리고 누구의 주장이 타당한지에 대해서 의견을 나누어봅니다.각 인물에 따라 내용을 재구성해 보고 인물의 성격과 생활모습을 정리해 봅니다.또 나라면 이렇게 억울한 상황에서 어떻게 대처할 지를 생각해 보고,?주제를 파악하고 독후감을 써 봅니다.<교과서연계도서를 읽으면 좋은 이유>친절과 양보의 의미를 알고 실천하며, 친구 간의 믿음과 우정의 소중함을 배우는 시기입니다.어려움 환경에서 수남이를 지지하고 격려하는 주인영감을 통해 나이를 뛰어넘어 서로를 믿어주는 마음을 배울 수 있습니다.펼쳐보기",작가의 말자전거 도둑달걀은 달걀로 갚으렴시인의 꿈옥상의 민들레꽃할머니는 우리 편마지막 임금님작품 해설펼쳐보기
2017,63,마법천자문 32,올댓스토리/홍거북 그림/김창환 감수/김성재 윤색 기타,,
2017,64,초정리 편지,배유안/홍선주 그림,"우리 어린이책의 든든한 버팀목이 되어온 「창비아동문고」의 대표동화를 새롭게 읽어요!1977년부터 35년간 우리 창작동화의 시대를 본격적으로 열어 어린이책의 역사를 새로 써온 「창비아동문고 대표동화」 제24권 『초정리 편지』. 이 시리즈는 세대를 넘어 고전의 반열에 오를 창작동화를 꾸준히 담아오면서 우리 아동문학의 중심을 잡아온 「창비아동문고」 270권 중 대표로 내세울 만한 35권을 뽑아 새로운 편집과 그림으로 엮었습니다. 아동문학평론가가 뽑은 동화집 10권에다가, 35년간 가장 풍부한 사랑을 받은 장편동화 25권을 만납니다.「창비아동문고」 중에서 창비 좋은 어린이책 수상작뿐 아니라, 다양한 기관ㆍ단체에서 선정한 추천도서와 권장도서로 꾸려진 이 책은, 동화 작가 배유안의 장편동화를 수록하고 있습니다. 소년 '장운'이 고난 속에서도 석수장이로 성장해나가는 과정을 따라갑니다. 세종 대왕의 일화에서 건져 낸 역사적 상상력으로 하층민의 삶으로 파고들어 한글 창제의 참된 뜻을 일과 생활 속에 새겨 넣었습니다. 그림 작가 홍선주의 개성이 넘치는 그림을 함께 담아 읽는 재미를 북돋습니다.▶ 이 책은 2006년에 출간된 《초정리 편지》(창비)를 재출간한 것입니다.펼쳐보기","1. 토끼 눈 할아버지2. 글자 놀이3. 누이야, 누이야4. 정자에 남긴 약속5. 돌 깎는 아이6. 아바니믄 좀 엇더하시니잇고7. 새끼 거북과 복 두꺼비8. 석수장이 일터9. 꼭 데리러 갈게10. 그분은 누구실까?11. 장운아, 가거라12. 흙바닥 훈장13. 돌에 피어나는 연꽃14. 물 한 되에 약초 반 냥15. 초정리 편지작가의 말_어린이 친구들과 처음 만나면서펼쳐보기"
2017,65,가방 들어주는 아이,고정욱/백남원 그림,"있는 그대로를 인정할 때, 비로소 우정이 피어납니다.『가방 들어 주는 아이』는 장애아뿐 아니라 그 주변 친구들이 겪을 수도 있는 고통에 대해서 생각해 보게 하는 저학년 창작동화입니다. 저자 자신도 소아마비 1급 장애인으로 작품에서 주로 장애인을 주인공으로 다뤘습니다. 이번 책에서 역시 장애를 소재로 하지만, 이번에는 ‘장애인의 친구’에 초점을 맞춥니다. 장애 때문에 아이들에게 따돌림받는 영택이와 그런 영택이의 가방을 들고 다닌다는 이유로 놀림당하는 석우, 그 둘 사이에 벌어지는 크고 작은 사건과 그로 인한 석우의 갈등이 작품의 주된 축을 이룹니다.여기에 따뜻한 그림이 어우러져 작품의 깊이를 한층 더해 주고 있습니다. 또 석우가 어느 순간 영택이를 더 이상 낯설게 느끼지 않게 되었을 때 둘 사이에 진짜 우정이 생겨난 것처럼, 진정한 우정은 상대방을 있는 그대로 인정해 주고 받아들일 때에야 비로소 생겨난다는 것을 일깨워 주는 따뜻한 작품입니다.보는 아이들마다 가방을 두 개 멘 석우를 약 올립니다. 석우는 다리가 불편한 반 친구 영택이의 가방을 들어 줍니다. 가장을 영택이 자리에 갖다 놓으면 그날 아침 석우의 임무는 끝납니다. 그리고 수업이 끝나면 영택이 가방을 집에 가져다주지요. 선생님이 시키니까 어쩔 수 없이 하게 된 일이지만, 석우는 영택이와 조금씩 가까워집니다. 서로 다른 입장을 이해하고 공감해 가는 석우와 영택이의 진잔한 우정이 가슴 뭉클하게 펼쳐집니다.펼쳐보기",글쓴이의 말개학 날 맡은 임무가방 두 개 멘 아이영택이 잘못이 아닌데쓸쓸한 생일잔치달라진 영택이모범 상자펼쳐보기
2017,66,마법천자문 31,올댓스토리/홍거북 그림/김창환 감수/김성재 윤색 기타,,
2017,67,교양으로 읽는 용선생 세계사 2,"이희건, 차윤석, 김선빈, 박병익, 김선혜","재미와 깊이를 한 번에 사로잡는 '용선생'표 세계사 여행!『교양으로 읽는 용선생 세계사』는 세계사를 처음 접하는 청소년은 물론, 세계사에 대한 상식을 넓히려는 어른들을 위한 책입니다. 재미와 깊이라는 두 마리 토끼를 동시에 잡기 위해 외부 필진이 아닌 출판사 내부의 연구진이 기획과 편집 뿐 아니라 직접 원고를 집필했습니다. 수천 컷의 사진과 그림, 또 직접 제작한 정교한 실사 지도를 적재적소에 배치하여 생생함을 더했습니다. 또 역사적 현장을 위트 넘치게 표현하며 핵심을 놓치지 않는 이우일 작가의 삽화도 빠지지 않았습니다.제2권에서는 서아시아와 지중해 문화권에 통일 제국이 등장하는 과정에 대해 알아봅니다. 서아시아를 통일한 대제국 페르시아, 유럽 문명의 고향이라 할 수 있는 고대 그리스의 흥망성쇠, 알렉산드로스 대왕의 페르시아 원정과 헬레니즘 세계의 형성, 그리고 로마 제국의 등장과 멸망, 그리스도교 탄생에 이르기까지 서양 고대사의 굵직굵직한 흐름을 한눈에 살펴볼 수 있습니다. 또한 히타이트와 이집트 신왕국의 대결 등 고대 동지중해 세계의 치열한 외교전에 대해서도 자세히 살펴볼 수 있습니다.펼쳐보기","1교시 서아시아에 최초의 국제 사회가 피어나다고대 최초의 교역 중심지 시리아와 레바논을 가다서아시아의 네 강국이 평화를 유지한 까닭은?철제 무기를 앞세운 신흥 강국 히타이트이집트가 서아시아로 진출하다서아시아에서 처음으로 외교가 펼쳐지다‘바다사람들’의 침략으로 청동기 문명이 막을 내리다2교시 지중해 곳곳에서 문명이 태동하다유럽 문명의 두 뿌리 크레타와 이스라엘을 가다신화 속에서 발견한 미노스 문명크레타 섬은 지중해의 징검다리미케네가 에게 해의 새로운 지배자로 떠오르다도리스 인의 침입으로 그리스가 암흑에 빠져들다페니키아가 지중해 해상 교역을 장악하다머나먼 가나안 땅이스라엘 사람들이 나라를 세우다3교시 제국의 시대가 열리다페르시아 제국의 후예 이란의 오늘최초로 서아시아를 통일한 신아시리아 제국신아시리아 제국 멸망 이후의 서아시아 세계신아시리아 제국의 공포 정치를 대물림한 신바빌로니아 제국키루스 대왕, 칼과 관용으로 페르시아 제국을 건설하다다리우스 대왕이 페르시아 제국의 전성기를 열다입이 떡 벌어지는 페르세폴리스의 위용4교시 그리스에 찾아온 폴리스의 전성시대서양문명의 요람, 그리스를 가다암흑기가 끝나고 그리스 곳곳에 폴리스들이 번성하다고대 올림픽은 그리스 폴리스들의 화합의 축제폴리스가 번영을 누리고 시민의 힘이 커지다아테네에서 민주주의가 꽃피다병영국가의 길을 걸은 스파르타그리스가 페르시아 전쟁에서 승리를 거두다아테네가 민주주의의 황금기를 맞이하다5교시 알렉산드로스 대왕과 헬레니즘 시대알렉산드로스 대왕의 고국 마케도니아가 어디야?델로스 동맹의 맹주 아테네스파르타와 아테네가 끝장 승부를 벌이다마케도니아 왕국이 그리스를 장악하다알렉산드로스 대왕이 세계를 정복하다알렉산드로스 대왕이 융화 정책을 실시하다헬레니즘 시대-세계가 그리스 문명으로 물들다6교시 지중해의 샛별 로마, 세계 제국으로 나아가다위대한 로마제국의 후예, 이탈리아의 오늘로마, 테베레 강가의 언덕에 자리 잡은 작은 도시에트루리아 왕을 내쫓고 공화정을 만들다시련을 딛고 일어선 로마, 이탈리아를 통일하다로마가 카르타고를 무찌르고 지중해를 장악하다로마가 혼란에 빠지고 장군들의 힘이 커지다카이사르가 권력을 장악하다7교시 로마제국의 흥망과 그리스도교의 등장로마 시대에 건설된 유럽 도시들을 찾아서아우구스투스 황제, 새로운 로마의 기틀을 닦다로마의 지배 아래 지중해 세계가 번영을 누리다로마 제국이 서서히 기울다그리스도교가 로마 제국의 국교가 되다게르만 족이 서로마 제국을 무너뜨리다서로마 제국 멸망 후 천 년을 더 버틴 동로마 제국펼쳐보기"
2017,68,우리들의 일그러진 영웅,이문열(Yi Munyo)/권사우 그림,"권력은 어떻게 생겨나고 소멸되는가!『우리들의 일그러진 영웅』은 소설가 이문열의 대표작으로, 제11회 이상문학상 수상작입니다. 초등학교 교실에서 생긴 이야기를 소재로 삼아 사회 곳곳에서 흔히 볼 수 있는 개인과 집단 간의 문제를 세밀하게 그려냈습니다. 이 책은 어린이의 눈높이에 맞게 문장구조와 낱말을 조금 바꾸었습니다. 또한 한병태, 엄석대, 선생님, 그 밖의 친구들 등 인물 하나 하나의 성격이 섬세한 일러스트로 표현되어 있으며 연필선을 살린 일러스트는 작품의 회상적인 분위기를 더욱 살립니다. 더불어 평론가의 상세한 작품 해설을 붙여 이해를 도왔습니다.한병태는 아버지의 좌천으로 서울의 명문 초등학교에서 작은 읍에 있는 학교로 전학을 가게 됩니다. 그 학교에는 급장인 엄석대가 담임 선생님의 비호를 받으며 아이들을 지배했고, 반 아이들도 아무런 저항 없이 그의 말대로 행동했습니다. 이미 서울 학교에서 합리적인 사고 방식의 장점을 체험한 병태는 엄석대와 싸우지만, 오히려 아이들에게 따돌림을 당하게 됩니다. 결국 병태는 석대 앞에서 무릎을 꿇습니다. 뿐만 아니라 엄석대의 왕국에서 권력의 단맛을 즐기며 그의 체제에 순응하며 살아가는데….펼쳐보기",1. 이문열/우리들의 일그러진 영웅펼쳐보기
2017,69,추리 천재 엉덩이 탐정 4,후카사와 마사히데(트롤)/김정화 역,"아이큐 1,104의 천재, ‘엉덩이 탐정’과 함께 하는 추리 동화!엉덩이를 꼭 닮은 얼굴 모양, 범인을 찾으면 진지한 얼굴로 유감없이 쏘아 대는 “뿌우우웅” 왕 방귀, 좋아하는 음식은 고구마 파이, 입버릇처럼 하는 말은 “흠흠, 냄새가 나는군!” 등 기상천외한 개성이 돋보이는 엉덩이 탐정과 말을 하는 강아지 조수 브라운이 선사하는 흥미진진한 추리 이야기 『추리 천재 엉덩이 탐정』. 어른스러운 말투와 뛰어난 추리력을 가진, 빈틈이란 없어 보이는 천재 탐정이 입에서 지독한 방귀를 뀌어 범인을 잡는다는 설정으로 어린이 독자들에게 반전 매력을 선사하며 어린이 독자들의 추리력은 물론, 사고력 향상과 긍정적인 학습 태도까지 기를 수 있게 도와줍니다.제4권 《괴도 VS 탐정 대결 사건》은 초등 저·중학년 수준에 딱 맞는 추리 난이도를 설정, 시리즈의 1~3권을 읽고 추리의 기본을 잘 다진 어린이 독자들이 자신의 추리력을 시험해 볼 수 있도록 기발한 사건들을 다뤘습니다. 어느 날, 엉덩이 탐정 사무소에 새로운 의뢰인이 찾아옵니다. 사무소 문을 열고 들어온 사람은 큰염소 가문의 집사 ‘염바스찬’! 염바스찬은 엉덩이 탐정에게 카드 한 장을 내밀며 부디 이 사건을 해결해 달라고 부탁합니다.카드는 바로 변장의 귀재 ‘괴도 유’가 보낸 예고장! 오늘 밤 12시에 큰염소 가문의 보물인 ‘별밤의 빛’을 가지러 오겠다는 예고장을 본 엉덩이 탐정은 사건을 맡기로 하고, 대염소 가문 저택으로 향합니다. 그러나 두 사람을 반갑게 맞아 주는 대염소 가문의 외동딸 ‘별이’와는 달리 주인 대염소는 엉덩이 탐정과 브라운을 차갑게 대하고, 엎친 데 덮친 격으로 대염소 저택을 다 둘러보기도 전에 저택에 수상한 소포까지 날아드는데……. 과연, 엉덩이 탐정은 괴도 유에게서 대염소 가문의 보물인 ‘별밤의 빛’을 지킬 수 있을까요?펼쳐보기",1. 괴도 vs 탐정 대결 사건2. 이야기 속 이야기- 브라운의 학창 시절펼쳐보기
2017,70,용선생 만화 한국사 1 - 우리 역사의 시작,"정상민, 이홍석, 박종권, 박해성/뭉선생(김희석) 그림","용선생과 함께 떠나는 시끌벅적 역사 대모험!『용선생 만화 한국사』는 《용선생의 시끌벅적 한국사》의 캐릭터들이 과거로 시간 여행을 떠나 다양한 역사적 사건에 직접 참여하면서 벌어지는 흥미진진한 이야기다. 아이들은 마법 연표를 타고 과거로 돌아가 다양한 사건에 휘말리며 이를 해결해 나가는데, 그 과정에서 자연스럽게 우리 역사를 익힐 수 있게 된다. 만화 속에 그려지는 공간과 소품들을 시대에 맞도록 최대한 철저히 고증하여 역사적 사실에 부합하는 그림이 되도록 노력했다. 이번 1권에서는 역사의 이해부터 구석기, 신석기, 청동기 시대, 고조선의 건국과 멸망, 부여.고구려.옥저.동예.삼한 등 여러 나라의 문화와 풍습까지를 다루고 있다.용선생과 교실에서 수업을 하던 아이들은 용선생이 보관하던 마법 연표를 다시 깨어나게 하여 과거로 시간 여행을 떠나게 된다. 구석기 시대에 떨어진 장하다는 불을 만들어 매머드 사냥에 나서고, 청동기 시대에 떨어진 아이들은 용선생과 꼭 닮은 군장을 만나 용선생을 나쁜 사람으로 오해를 하기도 한다. 한편 용선생과 아이들은 단군 신화의 비밀을 밝히기 위해 고조선이 건국되던 때로 돌아간다. 용선생과 아이들은 단군이 곰 부족, 호랑이 부족의 족장들과 몰래 대화를 나누는 장면을 엿보게 되는데….펼쳐보기","제1장역사반, 시간 여행을 떠나다!-역사의 이해제2장장하다, 불을 만들어 매머드와 싸우다-구석기 시대의 사회와 생활● 교과서 핵심 보기● 용선생의 역사 교실 52· 세계 구석기 시대 역사를 바꿔 놓은 연천 전곡리 유적· 구석기 시대의 사람 뼈제3장나선애, 늑대 씨족 소년을 만나다!-신석기 시대의 사회와 생활● 교과서 핵심 보기● 용선생의 역사 교실· 빗살무늬 토기· 신석기 시대 사람들의 종교 제2장제4장용선생, 청동기 마을의 군장이 되다-청동기 시대의 사회 변화● 교과서 핵심 보기● 용선생의 역사 교실· 농경문 청동기· 울주 대곡리 반구대 암각화제5장사라진 고조선의 보물을 찾아라!-고조선의 건국과 발전● 교과서 핵심 보기● 용선생의 역사 교실· 우리 모두는 단군의 자손?· 신화도 역사의 일부일까?제6장용선생, 고조선 제일의 대장장이가 되다-위만의 등장과 고조선의 발전● 교과서 핵심 보기● 용선생의 역사 교실· 우리나라에서 발견된 옛날 중국 화폐· 철기가 청동기보다 나중에 발명된 이유는?제7장역사반, 한나라군에 맞서 싸우다!-고조선과 한나라의 전쟁● 교과서 핵심 보기● 용선생의 역사 교실· 한사군에 대해 알아보자· 고조선이 무너진 후, 한나라 장수들은 왜 처벌을 받았을까?제8장미션! 여러 나라의 풍습 알아 오기!-여러 나라의 성장과 풍습● 교과서 핵심 보기● 용선생의 역사 교실· 부여는 고구려와 백제의 뿌리!· 여러 나라 사람들이 하늘에 제사를 지낸 이유는?펼쳐보기"
2017,71,10대를 위한 정의란 무엇인가,신현주/조혜진 그림/김선욱 감수/마이클 샌델 원저 기타,"‘정의’를 직관적으로 읽고, 생각의 깊이를 더하다!정치 철학가 마이클 샌델의 대표작 《정의란 무엇인가》는 여러 철학자들의 이론을 넘나들며 질문을 통해 스스로 생각해 보게 하는 구조이기 때문에 10대가 읽기에는 다소 어려운 책일 수도 있다. 『10대를 위한 정의란 무엇인가』는 그런 점을 보완하여 10대 아이들도 정의’란 무엇인지, ‘좋은 삶’이란 어떤 것인지 직관적으로 이해할 수 있도록 구성했다. 영상 세대에 걸맞게 긴 텍스트보다는 강렬한 이미지와 짧은 글을 사용했다는 것이 특징이다.본문 속에 등장하는 판단의 상황, 즉 딜레마에 빠지게 되는 상황을 이미지로 보여준다. 긴 문장보다는 짧은 문장으로 정리해 딜레마 상황을 명료한 내용으로 기억할 수 있도록 구성했다. 10대들도 충분히 공감할 수 있는 주제를 통해 어떻게 올바른 삶을 살 것인가, 문제 상황에서 가장 옳은 판단은 무엇인가에 대해 진지하게 고민하도록 안내한다. 더불어 책 속에 수록된 여러 철학자의 이론들은 우리 삶이 그만큼 복작하고 다양하다는 사실을 간접적으로 드러낸다.펼쳐보기","원저자의 말저자의 말감수자의 말01이 책을 읽기 전에02 누굴 살려야 할까요?03 미뇨네트호 생존기04 한 생명의 값은 얼마일까요?05 행복은 누구에게나 똑같을까요?06 부자와 가난한 자를 위한 정의07 부자에게 더 많은 세금을?08 군인을 찾습니다?09 이 아이는, 누가 길러야 할까요?10 진정한 영웅11 칸트에 대하여12 로즈 부인의 화장실13 원래 삶은 불공평한 것인가요?14 백인이라서 불합격이라고요?15 응원단의 자격16 정치에 참여하지 않고도 좋은 사람이 될 수 있나요?17 ‘미안해요’ 라고 말해야 할까요?18 동생의 선택19 중립을 지킨다는 것에 대하여20 정의와 좋은 삶찾아보기펼쳐보기"
2017,72,놓지 마 과학! 4,"신태훈, 나승훈/류진숙 감수","[놓지 마 과학!] 4권 출간!인기 절정의 웹툰 [놓지 마 정신줄!]의 작가들이 만든 과학 학습 만화 [놓지 마 과학!] 4권이 출간되었다. [놓지 마 과학!] 시리즈는 1권이 2016년 8월에 출간된 이후 베스트셀러로 자리 잡으며 10만 권이 넘는 판매 부수를 기록하고 있다. 이 시리즈의 다음 권을 기다리는 독자들의 문의가 이어지며 반응이 뜨거웠던 [놓지 마 과학!] 4권이 드디어 출간된 것이다.2009년 8월 연재를 시작해 현재까지 9년째 이어 오며 조회 수 18억 뷰가 넘는 초인기 웹툰 [놓지 마 정신줄!]은 아이들의 사랑을 바탕으로 방송 애니메이션으로 만들어지기도 했다. [놓지 마 과학!] 시리즈는 생활 속에서 생기는 과학적 질문들을 엉뚱하고도 기발한 전개를 통해 자연스럽게 풀어 주며 또한 예상을 빗나가는 결말로 웃음을 터뜨리게 만든다.정신이와 함께 떠나는 과학 여행!2009년 8월 연재를 시작해 8년째 이어 오며 조회 수 18억 뷰가 넘는 초인기 웹툰 〈놓지 마 정신줄!〉은 아이들의 절대적인 지지를 받으며 애니메이션으로 만들어져 방송까지 진출했습니다. 『놓지 마 과학』은 아이들이 사랑하는 웹툰 〈놓지 마 정신줄!〉을 학습 만화로 구성한 책으로, 생활하면서 생겨나는 과학적 질문을 기발한 상상력으로 풀어냈습니다. 웹툰에서 보여준 작가들의 자유분방하고 기발한 상상력은 이 책에서도 유감없이 발휘되고 있습니다. 책이라면 질색하고 보는 아이들도 재미있게 읽을 수 있어 더 의미가 있습니다.얼핏 보면 이게 학습과 연관이 있을까 하는 생각이 들 정도로 정신이와 그 가족들이 풀어 나가는 내용은 생활과 밀접하게 연관되어 있습니다. 황당하고 기발한 내용들로 구성했기 때문에 내용도 쉽게 잊혀지지 않습니다. 생활 속에서 생길 수 있는 과학적 질문을 통해 과학 원리를 자연스럽게 이해하도록 이끌어, 학습효과를 높입니다. 본문 말미에 질문을 해결하는 과학적 원리에 대한 설명이 들어 있으며, 필요한 경우에는 사진과 그림이 풍부한 ‘놓지 마 과학 원리!’ 코너에서 좀 더 자세히 배울 수 있습니다.펼쳐보기","교과 연계표1. 몸속 여행을 떠나자!재채기는 왜 하는 걸까?2. 제발 과식을 해!물구나무를 선 채로 음식을 먹어도 넘어갈까?3. 나도 먹고 싶어!배고플 때 꼬르륵 소리가 나는 이유는?4. 그만 좀 먹어, 앨리스!트림은 왜 나올까?5. 창피해서 어떡해!위 안에서 산성 물질이 나온다고?6. 금속 기생충이 있다고?배 속에 6m가 넘는 관이 있다고?7. 똥과 함께 무사히!똥은 무엇으로 되어 있을까?8. 앨리스의 안 좋은 기억!소화란 무엇일까?놓지 마 과학 원리! 소화 기관9. 공포의 숨 참기 내기숨은 얼마나 오래 참을 수 있을까?10. 주리의 밤샘 공부!잠을 안 자면 안 될까?놓지 마 과학 원리! 사람의 잠, 동물의 잠11. 주리는 연약해!멈춰 있던 차가 출발하면 뒤로 기울어지는 이유는?12. 참새 다리가 짧아서 다행이야!전선줄 위에 있는 참새가 감전되지 않는 이유는?13. 따뜻한 물을 마시고 싶어!종이컵으로 물을 데울 수 있다고?놓지 마 과학 원리! 연소와 소화14. 엄청난 관객을 모았어요!하루살이는 정말 하루만 살까?15. 잠 좀 더 잘게요!점심을 먹고 나면 왜 졸릴까?16. 다리 풀어 줘!눈은 왜 나빠질까?17. 지구 한 바퀴 돌고 올게요!지구는 얼마나 클까?놓지 마 과학 원리! 지구, 달, 태양18. 너무 많이 잘라 버렸네!머리카락을 잘라도 왜 아프지 않을까?19. 이 돌멩이는 내 거야!갑자기 달리면 옆구리가 아픈 이유는?20. 누나가 도와줄게!유리컵으로 실로폰을 만들 수 있다고?교과 연계표1. 몸속 여행을 떠나자! 재채기는 왜 하는 걸까?2. 제발 과식을 해! 물구나무를 선 채로 음식을 먹어도 넘어갈까?3. 나도 먹고 싶어! 배고플 때 꼬르륵 소리가 나는 이유는?4. 그만 좀 먹어, 앨리스! 트림은 왜 나올까?5. 창피해서 어떡해! 위 안에서 산성 물질이 나온다고?6. 금속 기생충이 있다고? 배 속에 6m가 넘는 관이 있다고?7. 똥과 함께 무사히! 똥은 무엇으로 되어 있을까?8. 앨리스의 안 좋은 기억! 소화란 무엇일까?놓지 마 과학 원리! 소화 기관9. 공포의 숨 참기 내기 숨은 얼마나 오래 참을 수 있을까?10. 주리의 밤샘 공부! 잠을 안 자면 안 될까?놓지 마 과학 원리! 사람의 잠, 동물의 잠11. 주리는 연약해! 멈춰 있던 차가 출발하면 뒤로 기울어지는 이유는?12. 참새 다리가 짧아서 다행이야! 전선줄 위에 있는 참새가 감전되지 않는 이유는?13. 따뜻한 물을 마시고 싶어! 종이컵으로 물을 데울 수 있다고?놓지 마 과학 원리! 연소와 소화14. 엄청난 관객을 모았어요! 하루살이는 정말 하루만 살까?15. 잠 좀 더 잘게요! 점심을 먹고 나면 왜 졸릴까?16. 다리 풀어 줘! 눈은 왜 나빠질까?17. 지구 한 바퀴 돌고 올게요! 지구는 얼마나 클까?놓지 마 과학 원리! 지구, 달, 태양18. 너무 많이 잘라 버렸네! 머리카락을 잘라도 왜 아프지 않을까?19. 이 돌멩이는 내 거야! 갑자기 달리면 옆구리가 아픈 이유는?20. 누나가 도와줄게! 유리컵으로 실로폰을 만들 수 있다고?펼쳐보기"
2017,73,감기 걸린 물고기,박정섭,"너희들 감기 걸린 물고기 본 적 있어?주인공은 배고픈 아귀와 알록달록한 물고기 떼입니다. 아귀는 물고기 떼를 잡아먹고 싶지만, 똘똘 뭉쳐 헤엄치는 녀석들은 쉬운 상대가 아닙니다. 어떻게 하면 물고기들을 잡아먹을 수 있을까 궁리하던 아귀는 물풀 사이에 숨어 조그만 목소리로 소문을 냅니다. “얘들아~ 빨간물고기가 감기에 걸렸대~” 소문은 조심스럽게 무리 속을 파고듭니다. 결국 “우리한테 옮기 전에 당장 내쫓자!”며 빨간 물고기를 무리에서 내보내는데….『감기 걸린 물고기』는 소문에 대해서 생각하게 만드는 책입니다. 곰 생각해 보면 무언가 이상하다는 것을 깨달을 수 있었을 텐데, 겁에 질린 물고기들은 뒤따라오는 아귀를 알아채지 못합니다. ‘누가 봤다더라’, ‘누구누구한테 들었는데……’ 진위에 대한 판단을 남에게 미루며 가볍게 전하는 말들. 소문은 생각보다 자주 들려옵니다. 이 책은 재미있는 이야기를 통해서 아이들에게 그런 거짓 소문에 대한 경각심을 심어줍니다.펼쳐보기",이 책은 목차가 없습니다.펼쳐보기
