,keyword,tfidf_score
499,고층,1.5593721829507072
63,2016년,1.556203253967531
1319,대학,1.5531947108024828
2051,문학동네,1.5519024950368023
5673,캐나다,1.5517410984943592
2770,사투,1.5515034401671852
3146,수도원,1.5512400629545835
4365,은유,1.546247076945957
5652,카야,1.5453243187299897
559,공항,1.5447349255183611
3739,어휘,1.544234974054276
3777,에마,1.542920186499887
4815,재앙,1.5398871048470462
3144,수단,1.5381430864760008
999,난장이,1.5374412913587927
1000,난장이가,1.5374412913587927
4514,이철수,1.5374412913587927
6606,회전,1.5374412913587927
5077,조세희,1.5374412913587927
172,가시고기,1.5374412913587927
2863,생계비,1.5374412913587927
4343,육교,1.5374412913587927
3499,쏘아올린,1.5374412913587927
4212,원시,1.5373665951238311
3062,소마,1.5373665951238311
3505,아가미,1.5364334476432593
1563,라틴어,1.5345815496845572
5501,초엽,1.531719961679651
7,11월,1.5273714459526957
3246,스웨덴,1.526594257328626
3415,신의,1.5257493252909664
5854,텍스트,1.5249779855008065
1313,대출,1.5249779855008065
475,고심,1.5249779855008065
2644,비판,1.5229204034869093
6112,풍미,1.5199369456746443
1011,남도,1.5199369456746443
1682,리얼리스트,1.5199369456746443
5454,청량음료,1.5199369456746443
3118,손끝,1.5199369456746443
1910,모금,1.5199369456746443
6337,해갈,1.5199369456746443
5315,진중,1.5199369456746443
3487,심훈,1.5199369456746443
3006,세공,1.5199369456746443
876,김미월,1.5199369456746443
5593,충실,1.5191281820230842
2526,북스,1.5174460654126374
5324,질문,1.5173655808937392
595,광장,1.5168191191322862
2653,빈민,1.5158013458528066
317,거짓말,1.5141418027732554
5306,진보,1.5135860611240748
2723,사서함,1.5117045706436927
2006,무사,1.5117045706436927
4175,우편물,1.5117045706436927
3335,시선,1.5109818272283937
340,검토,1.5069642757360362
1318,대하,1.5066943391647776
4663,입장,1.504694389190478
2712,사망,1.5026658543168399
4191,울분,1.5019827828864236
356,격랑,1.5019827828864236
4632,일지,1.5019827828864236
416,경탄,1.5019827828864236
4434,이래,1.5019827828864236
1983,묘미,1.5019827828864236
4192,울음,1.4979386607706857
4335,유태인,1.496424055341623
5386,창녀,1.496424055341623
713,궤도,1.4957658857143699
5668,칼날,1.4957658857143699
5617,친밀,1.4952535549201307
2094,미로,1.4944708852940194
5197,중년,1.4916378849745278
5263,지역,1.4913616774051095
4221,원청,1.4889624171949196
6532,홍수,1.4851174393693878
3712,양장본,1.4813383854851077
1982,뫼비우스의,1.4771133185702328
3907,열망,1.4771133185702328
40,1980년대,1.4762364213025423
3417,신인,1.475982670332205
3651,애니메이션,1.475614533640858
4928,절대,1.4750499546478901
3480,심장을,1.471927309675745
3500,쏴라,1.471927309675745
4162,우유,1.4714868706403912
638,구매,1.4698967184070921
2847,상흔,1.4692163705393257
5500,초심,1.4692163705393257
3886,연애,1.4677235724092483
347,게이고,1.467102455330239
6661,히가시노,1.467102455330239
3159,수면,1.4668307463443264
5520,최고,1.465804093525513
1431,돌발,1.4644270453910544
1283,대면,1.463955238424147
1667,리듬,1.4589981835989185
2340,범죄자,1.4588391008665376
2906,서울,1.4582870157948808
1261,당시,1.4576960577855818
3453,실연,1.4565503056176374
2347,법칙,1.4562334929154375
4766,장례식,1.4541752497469222
6457,현존,1.4541752497469222
5557,추천사,1.4541752497469222
4456,이별,1.4541644120777848
4405,의지,1.4527850600661765
546,공장,1.4505684354573194
6393,행운,1.443274838193861
4638,일화,1.4399058159088713
3253,스케일,1.4399058159088713
6048,평온,1.4389045129158704
138,가가,1.4353604964652593
2226,발달,1.435090608150781
2813,삼촌,1.4338103774850168
4978,정세랑,1.4332192191883266
1634,롤링,1.4325150038570675
5476,체이스,1.4281984924753512
2787,산업,1.4278217757393774
1359,도깨비,1.4267222594735771
2788,산장,1.4243731725113202
2430,보석,1.4224586104214423
958,나라,1.420157081185687
5835,태프트,1.4182953878468825
640,구부,1.4177870998509714
784,금속,1.4165873960862136
3983,오두막,1.4165483430922161
949,꿈속,1.4150329849518024
6446,현대사,1.4133911940455381
6074,폭로,1.4132044326239885
2248,발행,1.4128364236956785
5972,파장,1.4123771974519919
1299,대응,1.4107645516548268
3287,스프링,1.406012438592354
704,권력,1.4053829185119104
5920,트렁크,1.4015807438166248
2626,비서,1.4014614452454146
6399,향기,1.4010547175978139
5334,집시,1.400995084088042
554,공포,1.4003639723895027
3328,시몽,1.4002002213188998
6171,피스트,1.3955337282677043
977,나이,1.3944502374843752
4161,우연,1.3936333254701325
3031,섹스,1.3904186748945964
57,2008년,1.38990440538312
839,기원,1.3897502514603328
2651,비행운,1.387993899430168
4367,은퇴,1.3878781653796544
1317,대필,1.3874260610218838
1544,뜻밖,1.3861956154217006
6405,허구,1.3861463700949546
1939,모습,1.3850569876911691
4356,윤회,1.3833133624146021
3889,연어,1.382790665785219
1568,랜덤하우스,1.3823985714588651
4355,윤현,1.3822852067347084
2649,비행기,1.3735841857752815
314,거인,1.373569451690562
169,가스파,1.3708433232532562
2972,성과,1.3700987673960072
6152,플로라,1.3696627413595515
2978,성숙,1.3667904751031585
5799,타운,1.3642496413707685
3599,악의,1.3632027389218035
2693,사라마구,1.36100544153618
628,교훈,1.355924456365165
4464,이상권,1.3545402262308142
5759,크로노스,1.3545402262308142
4580,인조,1.3542885591470353
936,꼬마,1.3505379236791857
748,그린,1.3492315538845636
1894,명불허전,1.348941704590544
5358,차기,1.348941704590544
494,고정,1.348941704590544
3627,알랭,1.3436216024678882
345,게시판,1.342946203161158
3377,식인,1.342946203161158
4038,옥탑방,1.3417808874043635
240,감정,1.340793849101225
1727,마리,1.3393933775813158
430,계약,1.3367879197916133
952,나가,1.332761479331556
4044,온조,1.3306525912469107
2129,민완,1.3299549470849663
2026,묵도,1.3299549470849663
6226,하모니,1.3299549470849663
725,그날,1.3293866768189257
3404,신생,1.328405546148939
5323,질곡,1.328405546148939
5991,판매량,1.326121090950873
6290,한반도,1.3241266126533664
6434,헨리,1.3229399890143465
5525,최면,1.322107548669417
5982,파티마,1.3219056839216328
3283,스페인어,1.3219056839216328
826,기약,1.3219056839216328
42,1987년,1.3219056839216328
6557,화학자,1.3219056839216328
2797,살맛,1.3219056839216328
2386,변역,1.3219056839216328
3787,에이미,1.321809454527529
1565,라파엘,1.3186839331522453
3849,역설,1.3182022601199628
4406,의탁,1.317630248638164
4359,융화,1.317630248638164
3476,심성,1.317630248638164
4287,유다,1.317630248638164
4388,의례,1.317630248638164
4004,오사무,1.317630248638164
4113,요절,1.317630248638164
911,김추,1.317630248638164
1355,데카당스,1.317630248638164
32,1948년,1.317630248638164
1202,다자이,1.317630248638164
5267,지원,1.3162051167794115
6101,표현,1.3161549032659772
4132,용의자,1.3150172780736022
4657,입동,1.3124451815794296
2646,비포,1.3065836484690914
6372,해진,1.3052379080614318
2220,반항,1.3045116595673445
5992,판본,1.3024964648737383
2373,베트남,1.3013651444208725
575,관계,1.3004734550320247
992,낙타,1.3004387340835921
3434,신학,1.3004387340835921
3466,실현,1.2972408609782056
4875,전반,1.2966340188737897
4940,젊은이,1.2962327292866416
6007,패배,1.2962327292866416
1255,답장,1.2960103055801995
5641,카를,1.2960103055801995
4584,인질극,1.295227358506835
3260,스타일,1.2938662739528781
5649,카버,1.2925771900845628
300,갱단,1.2924968711393767
5058,조각,1.2851634653434516
1783,만물,1.2808409443300737
3714,양치기,1.2808409443300737
1971,몰이,1.2808409443300737
4679,자동차,1.280701262617716
3893,연작,1.280243525048124
1199,다이어리,1.2799114389461212
4930,절망,1.2793810945026876
3894,연재,1.2775264968710291
4407,의학,1.277189832764523
1040,낯선,1.2768552793090302
648,구애,1.276698324601218
5131,죄책감,1.2715935565170058
5223,증언,1.271161738659515
4148,우물,1.2679901950353751
6513,호흡,1.2655299739964687
2505,부위,1.2651539232438127
1958,목소리,1.2639195719122267
2875,생존,1.2633542470227765
2727,사실,1.261752043819655
4268,위협,1.2592027252180684
5603,측면,1.2587284142526172
6259,학생,1.2561035017848057
4885,전생,1.2543175998681027
614,교사,1.2534018998814043
5849,테라,1.252975349906581
2078,미궁,1.2522276206466554
674,국적,1.2521758835486656
3995,오리지널,1.2487836712903306
3168,수상,1.2484125497819445
3926,영매,1.2452937102772883
1692,리처드,1.2428198234817727
3674,앰버,1.2388595654811352
800,기념비,1.2371647123968563
4060,완결,1.2356914553982135
1346,데뷔작,1.2346423971577623
4053,와나,1.2342227415890963
2709,사립대학,1.2342227415890963
6326,함부르크,1.2342227415890963
5636,카드,1.2326146045598654
1415,독보,1.232444014597056
2523,부활,1.2313506285577103
5562,축복,1.2305817649582709
6380,핵폭탄,1.2303431792019035
3281,스페셜,1.2289578643844297
5884,통제,1.2275551360980161
5432,천하,1.2248054626032592
5381,참을,1.2245979139664778
3306,시골,1.2216255788248016
6433,헤일,1.2188918147758037
220,갈망,1.2183064356724191
1269,대결,1.2165314398879081
5352,짜임새,1.2161964543279076
1701,리포트,1.2156817610116135
6182,피타고라스,1.2142874708933722
3003,세계문학상,1.212244544594999
2056,문화,1.2122034718792798
2951,설계,1.2105765121820764
6507,호텔,1.209182994798763
6463,혐오,1.2089706032893717
2758,사지,1.2067006402112959
1739,마비,1.2067006402112959
276,개념,1.2059841083113518
746,그리스인,1.2035437912637774
2482,부가,1.202390957671144
6571,환희,1.202390957671144
3700,양로원,1.2023796131818412
5219,증명,1.2020407373257207
3510,아나톨,1.2015562021613697
5686,커스,1.1998143408723216
635,구로,1.1987275962379973
463,고발,1.1985020684807288
1201,다자,1.1980198600461889
4640,읽기,1.1968693453311672
4351,윤리,1.1967328256068228
5744,쾌감,1.1946172356476978
2669,빵집,1.1904097227376513
3113,속죄,1.1889081834493214
5069,조명,1.1831180808157893
5048,제자리,1.1826045949054702
778,글자,1.18217316886405
5980,파트너,1.182156520836612
955,나날,1.1802941152691804
5307,진상,1.1801043470516204
5834,태양,1.179712792680978
5630,침입,1.1781685824278614
