,keyword,tfidf_score
6674,회사,2.2960897017618302
4293,우정,2.2894895313257386
6672,회복,2.288601504577992
3087,성공,2.2794158322777847
6537,현실,2.2646544997761486
6359,학생,2.2641098058407243
2589,부부,2.263393098833524
3417,슬픔,2.261634403874529
6166,폐암,2.257299132173184
4347,월드,2.243617824913231
4733,일상,2.24361006320366
377,걷기,2.2395508244251534
6222,풍경,2.2302447331222996
4667,인기,2.227725535423164
100,30대,2.2173615176934045
6238,프레임,2.2121476025256173
5849,코끼리,2.209945057581711
2864,사회,2.201525141115687
5158,정호승,2.2005410451256706
1859,매일,2.1936225096011004
4753,일해,2.185297516213091
6064,파리,2.1813742872800415
6128,페이지,2.1803041477729774
99,30년,2.1725296943478023
6519,헨리,2.159957723706803
3478,시한부,2.157789256415996
6688,효과,2.1555291048334815
1760,마법,2.155271110896635
3279,수도원,2.1545053882560765
4453,윤동주,2.1497473784219605
287,감옥,2.145365508254109
652,교육,2.143379832249124
1433,데이,2.1344557558154635
85,22년,2.1340762324597238
6312,하나님,2.131796108825367
4956,재경,2.126849132097819
4922,장동건,2.126849132097819
6086,판매,2.123350553777941
1198,노트,2.1223964611428885
6231,프랑스,2.121872523398013
1414,대한민국,2.121528442381969
5815,칼럼,2.115487503736025
5974,토끼,2.10657057287583
5367,증보판,2.0872464415395555
6442,해답,2.0803041724136997
552,공간,2.071300889418489
816,긍정,2.069655184865876
2003,몰입,2.06631612878894
6386,한마디,2.058678332581514
2747,빛나는,2.0521915998113798
4104,영화,2.0462464762286823
2219,박노해,2.04467078106013
1268,니체,2.0428840787904976
2325,방문객,2.0390205301878654
1907,메콩강,2.0382333611219887
4640,이지성,2.0382333611219887
1292,다이어트,2.0330909236809047
4830,자신감,2.0253279882810244
603,과학,2.0222363932432086
4549,이란,2.016270897068365
2330,방송,2.0149202924248546
646,교보문고,2.0125533835641827
4704,인터뷰,2.007887148137059
3485,식물,2.0063465836002554
5706,추억,2.0000949998342836
3435,시대,1.9982717649075443
2410,법륜,1.9929182656278988
5048,전지,1.9902644125772906
690,구호,1.9898924653189343
687,구출,1.9792369341234612
5408,지식,1.975856638756156
3022,서울,1.9757863511860745
1511,동물,1.9443965824475424
6089,판본,1.9418550528693326
5042,전자책,1.9262625111323037
5824,캐릭터,1.9254136509387756
3998,역할,1.922939958542447
5237,조절,1.9031768460197391
4220,외과,1.9027464358724853
308,강의,1.8917783389743121
3854,어린아이,1.889095734421169
281,감사,1.8856232697202047
572,공유,1.8849378881697385
1132,내면,1.8835553537775123
6535,현상,1.8835239618022004
626,광고,1.8789471065377146
3858,어머니,1.8744056217406233
4086,영성,1.873119859490712
2223,박사,1.8686682671892758
6644,환경,1.8625681360103563
6232,프랭크,1.8506723765794808
4666,인권,1.8452172733126855
3030,서점,1.8441483766100153
6444,해법,1.8354688835399582
6526,현대,1.831270705176498
3905,없어,1.829249646451553
5412,지역,1.8283678016092186
3418,습관,1.8238593425888268
3876,어휘력,1.82054085878799
5633,청파동,1.8200656821118821
3190,소설가,1.812450411461856
6562,형형색색,1.8100864500064326
4568,이번,1.8085144103315656
4984,저녁,1.7995226140809901
1995,목적,1.7798220822967192
2332,방식,1.7781563250350958
6107,패밀리,1.775572819092229
145,9월,1.772528383260104
2229,박완서,1.7685372413294425
2987,생일,1.7651255803692874
6211,표현,1.755855855312039
5031,전승화,1.7525215832657148
5499,집으로,1.7494238506239126
2834,사육사,1.7488039986144102
6407,한정판,1.7439617960272773
6394,한비야,1.738168139539509
1405,대통령,1.7338338352701417
4935,장소,1.7206100832962412
5045,전쟁,1.7190184928645307
2360,배역,1.71514261040556
4480,음악,1.713716576738979
5832,커플,1.7010173940104638
4498,의료,1.6986803510237927
924,김소월,1.6973945332493234
4573,이병률,1.6965420151601092
1898,메시지,1.6953529842646824
685,구체,1.6947872019747467
1940,명언,1.6941133708890188
3462,시와,1.6861686856088076
5861,코엘료,1.6733687003827513
6071,파울로,1.6733687003827513
3178,소리,1.6694728199187456
6416,할머니,1.6676988200375618
3686,아티스트,1.6665100064285625
218,가을,1.6661821532899859
2562,봄날,1.6593739835501733
4066,열정,1.6541269345925318
477,고독,1.65272834528963
6311,하나,1.6428534442250209
2615,부탁,1.6427667177180183
935,김연수,1.6344618652300973
4873,작사,1.633357573786431
1982,모험,1.6295721816333115
4005,연구,1.624752074565183
5078,젊은이들,1.6243515712420415
450,경험,1.620626183082584
659,교회,1.6192989612871491
1695,루시,1.6174681858125266
2464,별과,1.6170871808304135
352,거리,1.6155199372553466
6127,페이스북,1.607022224980275
889,긴급,1.6020922291824178
3050,선물,1.5999311042672812
3096,성숙,1.5963872466471014
4756,읽기,1.587411772200775
1507,동네,1.5863872598045243
613,관리,1.5832333421156446
4016,연락,1.5824628983729483
2195,바람과,1.5823906291090437
6318,하늘과,1.5823906291090437
4971,재탄생,1.5811913422235326
3839,양희은,1.5795391703327633
828,기도문,1.5775964457434286
2835,사이,1.5764571030743675
785,극복,1.5736395738242106
6181,포토,1.5721940197859638
2708,비밀,1.5671120929609743
3150,섹스,1.5652089777212146
2978,생명,1.5624160291389957
4850,자전거,1.5600832019604174
4559,이면,1.559133553813304
5355,중증,1.559097888211073
1312,단어,1.5585193858781188
3456,시스템,1.5583406054643931
199,가슴,1.5533712121631489
1434,데이비드,1.551366714235635
3963,여성,1.5487840641193986
3141,세월호,1.5456588447621886
5860,코앞,1.5449308618127129
4678,인물,1.5447709111303094
5621,청소,1.5434160821309688
4029,연속,1.5374751536341102
984,까닭,1.5369804415310788
674,구멍가게,1.5337076017991234
4276,우리,1.5305630683899387
5570,책장,1.5298103069813695
5738,충고,1.529086846350869
5392,지도자,1.5286738611576465
6355,학교,1.528663628388378
6469,행동,1.5279152142572503
2027,무료,1.5252265040304276
4720,일러스트,1.5225789407041446
3321,수필,1.521421149266068
3403,스틸,1.5205422694638457
6356,학년,1.5175903862473115
5525,착각,1.5113191765867582
5365,즐거움,1.5110359613640403
1240,눈빛,1.510322630563084
3139,세시,1.507144933799103
5405,지상,1.502933117079742
4562,이모티콘,1.5000096986103224
656,교토,1.4992846586394435
4294,우주,1.496834558671496
2924,상대방,1.491257632928604
2827,사연,1.4901711332166383
3467,시절,1.4832814619354777
1541,동화,1.483075756389074
4121,예술가,1.479979406216713
814,금지,1.4799363241529024
1810,만큼,1.4791129476358185
4970,재치,1.478058216089576
2889,산티아고,1.4743324612079098
179,가능,1.472347538057989
500,고생,1.4685590037373304
4280,우리말,1.4681502140878937
3468,시점,1.4669095733606632
4300,운동,1.460827143665584
3318,수치,1.4606961129352023
6316,하느님,1.460588781574516
4632,이제,1.4591585482587948
5985,톨스토이,1.4540692917605753
1454,도시,1.4536202622876027
4243,요나,1.4535292060450966
2191,바닥,1.4522001831607696
6090,판사,1.451621469328228
1884,먹이,1.4502672814723856
1365,대로,1.447918962820168
3066,선정,1.4466412224386473
6210,표지,1.4344999201541015
4456,윤슬,1.4339941391977409
5024,전부,1.4336198188667562
433,경선,1.4314336788317252
416,결심,1.431096830476763
6563,혜가,1.428339920602941
71,2014년,1.4268012145787936
4879,작은,1.4258705640730067
2107,미국,1.4221229627615348
4076,영감,1.4206691452335567
3920,에세이집,1.419852660049675
806,글자,1.4179872184795936
974,김형석,1.4126980667587026
2092,물건,1.4092493368955985
1331,달리기,1.4088794674133265
2887,산책,1.406991723385592
3380,스카,1.404934399684655
2416,법칙,1.4033229500849063
424,겸손,1.402965435312602
3883,언니,1.4006913538524541
4001,연결,1.4006250298604392
2194,바람,1.3992613253532107
2460,변호사,1.3990347307416533
1108,남이,1.398612762192692
3806,약간,1.39672927471871
2269,반향,1.39573052730519
1811,만트라,1.3939470368939901
6027,트레일,1.389216259970784
1775,마음속,1.386978226892185
804,글쓰기,1.3813326905167553
3394,스토리,1.3796596744934235
1238,눈물,1.3772597672402132
638,괴짜,1.3709208632228096
4455,윤석열,1.366252115478207
4916,장기하,1.3634794062021982
1179,노랫말,1.3598179989569066
569,공안,1.3588222407479926
3375,스스로,1.3576130595396727
1813,만화,1.3550572868853146
4030,연습,1.3549290392729612
818,기고,1.35235690042444
5771,친절,1.3520828336349895
220,가의,1.351756317335783
3953,여름,1.3493373307602914
3068,선진국,1.3414536905623806
3773,애니메이션,1.3406402179406314
1278,다시,1.3402551199326869
6615,화백,1.3399080958802243
2929,상상력,1.3378363029562648
4508,의욕,1.3370034636684853
4702,인터넷,1.3362696403833554
4254,요일,1.3359586496567726
506,고아,1.3354596127343257
6180,포털,1.3351606803896843
1997,목줄,1.3347579879388596
1431,데블,1.3347579879388596
3245,손바닥,1.3347579879388596
3360,숲속으로,1.3347579879388596
4258,요지,1.3347579879388596
5786,카라마조프,1.3347579879388596
1621,라드,1.3347579879388596
3378,스웨덴인,1.3347579879388596
5016,전략,1.333933593761585
4656,이혼,1.3329128746108903
2666,불안감,1.3301419888769552
4593,이수,1.3297985829466483
554,공개,1.3293822105425213
4657,이후,1.329258491506569
2183,밑줄,1.3182500608172822
6455,해지,1.318138133403261
4464,은어,1.3171082491323391
2717,비요,1.3171082491323391
2590,부분,1.3129931873900063
2699,비결,1.3128414050777528
1880,머리,1.3126718734729377
5721,출근,1.3108011988156845
4120,예술,1.3094956822262214
1579,들국화,1.309003405090526
2467,별일,1.307861591732594
3580,심장,1.307385660638729
906,김동혁,1.3066345944528006
6645,환상,1.3047512096042828
1326,달라이,1.3006767354116473
5613,첫발,1.3006767354116473
3655,아비,1.2997325928502426
1185,노무현,1.2965361133864322
1961,모리,1.2929865901993176
5446,직장,1.2928174521782987
3374,스물,1.2891505000829646
4552,이례,1.2862383530639518
3491,신경,1.2854530812469345
1624,라마,1.2853060808392294
4466,은자,1.2853060808392294
3983,여지,1.2853060808392294
3493,신경림,1.2807905764243375
6681,회장,1.2756392980857505
1628,라보,1.272644782351157
1311,단상,1.272158458692183
746,그날,1.2712531526001025
3121,세계사,1.2710065579484917
5293,주먹,1.2708675702551773
5910,타블로,1.2703339846354351
513,고요,1.266020732305435
4145,오리,1.2648072538234287
271,감각,1.264321472191868
3970,여유,1.2606414878231902
857,기억력,1.2598770519622218
5729,출시,1.2581719512310925
2737,빌어,1.2572545803763358
3846,어둠,1.2553063398089654
4075,엽서,1.2546891983244803
3480,시화,1.2514904176220316
6226,풍자,1.251158714487345
5473,진짜,1.250593325617556
5410,지식인,1.2492699858497451
3619,아내,1.2478933533338357
62,19세기,1.2470674052067618
3903,없는,1.2454948275583135
5708,추천,1.245016988417367
5316,주제,1.244873968316401
5407,지성,1.2443777966015042
4343,원칙,1.2436922552606287
3376,스승,1.2433957105384663
4227,외로움,1.2428660348798295
3247,손상,1.2421861030174375
6708,훈련법,1.2406685302456029
3425,시가,1.2395779600294528
238,가해자,1.238163376107701
831,기력,1.237328797780215
871,기존,1.2362873505626142
1256,능력,1.2358763202146439
419,결정판,1.2346687931856652
311,강좌,1.2343799787965493
5132,정재찬,1.2343799787965493
3521,신영복,1.2323551191389963
5049,전직,1.2321616581462738
4677,인문,1.2319762707508208
5975,토끼와,1.2317940511150673
5205,조금,1.2303086577789306
4040,연재,1.229481014109952
1251,뉴욕타임스,1.2281247530728923
1329,달력,1.227339340737601
5703,추방,1.226513198478973
5336,중간,1.2231955839845057
3284,수련,1.2227114043896774
2452,변명,1.2223417370100393
2696,블로,1.2196893021594106
5710,축복,1.2185936557172903
6317,하늘,1.2181319535138893
5741,충만,1.2167800321707116
2830,사원,1.209462348878177
660,교훈,1.2091949459190967
535,고향,1.208930283283871
2287,발문,1.206613451101635
2461,변화,1.2058635159193962
1393,대중,1.2058539468234972
6003,퇴사,1.204437188632924
1662,레지던트,1.2027043024919475
5814,칼라,1.2027043024919475
1402,대체,1.1989746812164161
5135,정주영,1.198715057060495
496,고백록,1.1975578170613725
774,그림자,1.1936565164521857
518,고은,1.1912281984850353
234,가치관,1.190424258954304
926,김수영,1.1900292224656792
1612,떡갈나무,1.1897536849622208
2075,문인,1.1871913260099478
1752,마르쿠스,1.1844040041510446
3663,아우렐리우스,1.1844040041510446
3926,에이브,1.1814861370696614
1524,동식물,1.1788635929934468
4205,완결판,1.1788635929934468
5988,통나무집,1.1788635929934468
384,검소,1.1788635929934468
5878,콩밭,1.1788635929934468
4558,이메일,1.1788635929934468
10,10,1.1782050570951281
3356,숨결,1.1769487828367153
2145,미인,1.1756689792492914
1592,디즈니,1.1754214891316264
6456,해진,1.1717058613175886
3904,없다,1.1704740583885995
5617,청년,1.1682247604058658
41,17세기,1.167900870817164
5111,정수,1.1677070317500988
1595,딜레마,1.1670610418011544
74,2017년,1.1658823474762723
2687,브런치,1.1658693324096066
4077,영관,1.1658693324096066
4484,응급실,1.163360376109512
5761,치병,1.1622919716948101
1333,달빛,1.1606960384155358
5333,줄무늬,1.1590938487209055
2920,상담,1.15751792424697
4589,이성복,1.1575002449732326
1891,메뉴,1.1568130967102055
5470,진정,1.1496895997012766
2425,베르베르,1.1495055368924654
6418,할부,1.1494527139059765
1213,놀이,1.1454974564549216
5879,콩코드,1.1447415237388374
446,경제학,1.1447415237388374
6694,후면,1.1428421519984722
3280,수도자,1.1428421519984722
1852,매력,1.1424499758750208
4688,인쇄,1.1417766525265525
4599,이슬아,1.140436587504014
5067,절대,1.1401816526681354
2399,번역,1.1396741131910963
754,그동안,1.139462083787343
5942,태도,1.1387905557947986
2420,베니,1.1379154254469859
1038,나름,1.13753045790367
1928,명대사,1.1372794944450602
5252,존중,1.1358300640102774
4394,유럽,1.1345421005864216
5890,크리에이터,1.1337361930952532
2479,병원,1.1334579390847308
805,글씨,1.133136706277608
178,가난,1.1329596638025219
4409,유병재,1.1309448754011941
3683,아침,1.130506644747181
5972,텍스트,1.1298788120498169
1220,농장,1.1296044059410497
2424,베르나르,1.1292259065751196
3568,실험실,1.1287286167834816
5552,창조,1.1285042447437672
1291,다이어리,1.127676784403822
3085,성격,1.1265987148838863
3623,아니야,1.124762767553823
4843,자이언트,1.123160067068878
5538,참사,1.121264967548329
4653,이해인,1.1203456526629865
341,개정,1.1181466217049576
3232,속살,1.1166228791205899
2845,사인,1.1161699453705904
2104,뮤지,1.1145974969206391
4082,영상,1.1139149652493194
3939,엔딩크레딧,1.1115237021214792
584,공통점,1.1069124731937514
1679,로버트,1.1047213683765769
6186,폭발,1.1036301060192382
2434,베이커,1.1023296018799251
6164,평화,1.0987077480357084
472,고뇌,1.098703224986823
4485,응급의학,1.0965799441201034
6342,하와이,1.0958815974297134
5325,죽지,1.0942756878027833
4900,잠언집,1.0930559975102927
1583,등대,1.0918098009614179
6576,호숫가,1.0899465610921113
2292,발상,1.0865555821730748
1387,대입,1.0865376980154258
4892,잠깐,1.086413958951336
870,기제,1.0800795401713745
1270,다나,1.0786568775307632
3614,아기,1.0783057058844587
6303,필치,1.0782715196858332
1999,목표,1.0778216423186286
1953,모두,1.0775641356139123
5447,직장인,1.076457073289406
5241,조직,1.0758017553135468
1713,리뷰,1.0681944336493714
6363,학자,1.0672278779077318
519,고의,1.0667839275703699
5544,찻잔,1.0666870210830985
702,국제,1.0656110452932852
1463,도종환,1.065326892299094
3229,속물근성,1.0634245660489094
1257,능력주의,1.0634245660489094
2966,색상,1.0634245660489094
2530,보헤미아,1.0634245660489094
4877,작업,1.0598972293024305
1381,대신,1.0598159720322795
2723,비참,1.0598112265728996
6152,평생,1.0565146794478102
802,글귀,1.0546126265367863
1221,농축,1.0543398921421325
4334,원숭이,1.0541279289049925
3078,설레임,1.0518545714933007
3576,심사숙고,1.0518545714933007
245,간격,1.0518545714933007
4764,임자,1.0518545714933007
4571,이별은,1.0518545714933007
882,기행,1.0499558392757293
612,관련,1.0494155559318301
1683,로스코,1.0473922068045165
5704,추상화,1.0473922068045165
6256,플롯,1.0452356320109595
2807,사물,1.0434007276978052
411,결단,1.0418957843907126
2215,박광수,1.0414614151655492
4304,운명,1.0411330972721689
1954,모드,1.037046803648838
4755,일희일비,1.0359966433417127
3056,선생,1.0359003228962629
2602,부자,1.0347020156420572
6735,흡수,1.0340724549330733
5775,친필,1.0326438659700874
4179,오해,1.0313159866218196
6243,프로이트,1.0295668614386357
3238,손가락,1.0284148724474906
6349,하정우,1.0269286442835788
915,김사인,1.0255645702672032
1487,독창,1.0214087635579365
6135,편안,1.0210539560746434
1008,꽃잎,1.0210215890050314
2294,발생,1.0209817765492224
989,깨달음,1.0208625358124286
195,가사,1.0207315588717012
3633,아래,1.0201322073265018
4930,장미,1.0199034182402078
2797,사랑해,1.0183118624499388
5104,정부,1.017985008543423
4311,울음,1.0175226985389736
3789,앨리스,1.0166156756297193
6488,향기,1.0159627412171006
1509,동료,1.015271843385877
3959,여백,1.0146491818840335
141,8월,1.014440535092199
5043,전작,1.0144067751491752
2672,불편,1.0143130258764903
4134,오늘날,1.0111720617693027
3535,신형철,1.010277976538191
5819,캐나다,1.0083653177057479
1472,독려,1.0079024964635348
5760,치명,1.0051787189136756
360,거장,1.0036501556362192
861,기운,1.0019967888782182
3859,어머님,1.000633714003372
5011,전국,0.9992990269685759
4620,이웃,0.9984209735535715
3746,알코올,0.9974310099896896
2209,바이오,0.996315198988464
4819,자산,0.9958174538178581
1807,만일,0.9938421833919983
2928,상상,0.9921672475617797
6517,헤세,0.9893084926874324
2062,문답,0.9891140773195064
1216,농담,0.9870647466262916
4649,이탈리아,0.9866756399630556
6185,폭력,0.9860706650501128
5702,추모,0.9850766822733794
4809,자리,0.9839930727283835
5746,충전,0.9824334218730366
434,경수,0.9796519433638092
368,건강,0.9780513233113701
2681,브라이슨,0.9754820680017899
2010,몽테뉴,0.9743950200862008
5267,종이,0.9716082664098324
2372,백범,0.9697217067450459
2190,바다,0.9695880417941407
6448,해서,0.9686263635166373
5053,전태일,0.9679947077625874
3097,성실,0.9677345709438139
6070,파스타,0.9668285842925222
6719,휴식,0.9654673812836754
3215,소크라테스,0.9634491348839959
5462,진리,0.9613453718901569
3500,신규,0.9608515547958759
1917,며칠,0.9602732166513579
3668,아이들,0.9596733283547687
993,꼬리,0.9595683977036893
5204,조국,0.9577467909259985
4330,원망,0.9570570728791592
1682,로스,0.9555976763756269
4450,육체,0.9536372412014462
2548,본래,0.9531730465951243
258,간호,0.9529346388810187
5595,천재,0.9529275958135103
198,가수,0.951744967928235
5377,지구,0.9507832569879597
4623,이육사,0.9495627721936755
5414,지옥,0.9487762773337163
4563,이문재,0.9478011413270635
623,관통,0.9474296049346904
5157,정혜영,0.9471963999876132
5755,취향,0.9449407149175362
2729,빅터,0.9444918869056843
580,공지영,0.9443875164189004
2867,사회생활,0.9437788735883365
901,김광균,0.9396200242831131
1656,레시,0.938875115574483
3832,양장본,0.93831179512154
3884,언덕,0.9372692881298385
1719,리액션,0.9366240038005055
3249,손석희,0.9366135162622353
4628,이재선,0.935967996636347
3170,소년,0.9353299496710787
93,2년,0.9350345191579151
5505,집착,0.9345047726102769
6248,프리드리히,0.9341363830796292
3856,어린이,0.9337974145417373
3796,야구,0.9314248334544959
5784,칭찬,0.9308858718152545
1452,도서,0.9304420468258392
4617,이외수,0.9301050404284531
978,김호중,0.9288908632095657
3438,시도,0.9273176152556348
4148,오마르,0.9255964772053829
1790,마트,0.9255924613896372
3069,선집,0.9207432915746087
976,김혜순,0.9200531932089697
5493,집단,0.9200158838554837
5421,지적,0.9196908247454294
5758,치료,0.9188163876204725
4099,영재,0.9181593049640926
4434,유튜브,0.9143702920013028
5685,최대호,0.9136581722499182
2482,보고서,0.9133384528107685
2342,방탄소년단,0.9119860234792423
6385,한때,0.9118081772905754
3980,여자친구,0.9105005884204953
2842,사이코패스,0.909938985864132
6038,특수,0.9093681213942162
1202,노희경,0.9088531940956858
639,괴테,0.9070979143830473
